Designator,Value,1st Vendor Part No,Layer,Center-X,Center-Y,Rotation
Battery Pack1,UB2261-1100MAH-1100-3.7V,UB2261,,,,
C1,4.7UF-0402-6.3V,CL05A475KQ5NRNC,TopLayer,530.905,1997.048,0
C3,4.7UF-0402-6.3V,CL05A475KQ5NRNC,TopLayer,574.802,1997.048,0
C11,10UF-0603-10V,CL10A106KP8NNNC,TopLayer,144.561,2126.471,180
C12,33PF-0402-50V,CL05C330JB5NNNC,TopLayer,858.991,2714.567,270
C15,33PF-0402-50V,CL05C330JB5NNNC,TopLayer,858.991,2383.858,270
C16,33PF-0402-50V,CL05C330JB5NNNC,TopLayer,858.991,2468.504,270
C20,33PF-0402-50V,CL05C330JB5NNNC,TopLayer,1255.457,1378.818,90
C31,33PF-0402-50V,CL05C330JB5NNNC,TopLayer,89.572,2441.479,270
C57,33PF-0402-50V,CL05C330JB5NNNC,TopLayer,108.662,332.284,90
C19,22UF-0603-10V,CL10A226MP8NUNE,TopLayer,1270.747,1475.394,270
C21,22UF-0603-10V,CL10A226MP8NUNE,TopLayer,1270.747,1421.260,270
C29,22UF-0603-10V,CL10A226MP8NUNE,TopLayer,683.070,1916.535,270
C30,22UF-0603-10V,CL10A226MP8NUNE,TopLayer,683.070,1703.739,270
C40,22UF-0603-10V,CL10A226MP8NUNE,TopLayer,96.850,589.764,0
C44,22UF-0603-10V,CL10A226MP8NUNE,TopLayer,144.794,1992.396,0
C55,22UF-0603-10V,CL10A226MP8NUNE,TopLayer,96.060,254.638,180
C2,100NF-0402-50V,CL05B104KB54PNC,TopLayer,612.205,1997.048,0
C4,100NF-0402-50V,CL05B104KB54PNC,TopLayer,858.991,2096.651,90
C7,100NF-0402-50V,CL05B104KB54PNC,TopLayer,244.094,2055.118,270
C10,100NF-0402-50V,CL05B104KB54PNC,TopLayer,1159.449,2096.201,0
C13,100NF-0402-50V,CL05B104KB54PNC,TopLayer,858.991,2551.374,270
C14,100NF-0402-50V,CL05B104KB54PNC,TopLayer,858.991,2588.776,270
C17,100NF-0402-50V,CL05B104KB54PNC,TopLayer,1255.457,1345.472,270
C33,100NF-0402-50V,CL05B104KB54PNC,TopLayer,89.572,2482.160,270
C38,100NF-0402-50V,CL05B104KB54PNC,TopLayer,542.658,1789.567,90
C39,100NF-0402-50V,CL05B104KB54PNC,TopLayer,431.004,2002.953,90
C46,100NF-0402-50V,CL05B104KB54PNC,TopLayer,1469.685,2143.445,0
C48,100NF-0402-50V,CL05B104KB54PNC,TopLayer,1469.685,2036.771,180
C54,100NF-0402-50V,CL05B104KB54PNC,TopLayer,763.779,590.551,0
C22,10UF-1206-50V,CL31A106MBHNNNE,TopLayer,1309.055,1261.811,90
C23,10UF-1206-50V,CL31A106MBHNNNE,TopLayer,1513.779,1179.863,180
C24,4.7UF-0805-50V,CL21A475KBQNNNE,TopLayer,1329.724,1177.165,90
C25,33PF-0603-50V,CL10C330JB8NNNC,TopLayer,1344.488,1112.934,90
C26,470PF-0402-50V,CL05B471KB5NNNC,TopLayer,1368.110,1725.639,0
C27,1UF-0402-10V,CL05A105KP5NNNC,TopLayer,1179.134,1133.858,270
C28,1UF-0402-10V,CL05A105KP5NNNC,TopLayer,1568.742,1594.319,180
C34,15PF-0402-50V,CL05C150JB5NNNC,TopLayer,472.441,1712.794,0
C35,15PF-0402-50V,CL05C150JB5NNNC,TopLayer,328.739,1712.794,0
C42,1NF-0402-50V,CL05B102JB5NNNC,TopLayer,858.991,2135.149,90
C43,220PF-0402-50V,CL05C221JB5NNNC,TopLayer,1196.850,1984.593,0
C45,220PF-0402-50V,CL05C221JB5NNNC,TopLayer,1465.584,1806.841,180
C47,220PF-0402-50V,CL05C221JB5NNNC,TopLayer,1508.037,1938.792,180
C49,8.2NF-0402-50V,CL05B822KB5NNNC,TopLayer,1433.071,1274.606,0
C5,10UF-0603-6.3V,CL10A106KQ8NNNC,TopLayer,830.448,2017.717,180
C6,10UF-0603-6.3V,CL10A106KQ8NNNC,TopLayer,229.331,2008.859,90
C32,10UF-0603-6.3V,CL10A106KQ8NNNC,TopLayer,154.528,2476.413,0
C36,10UF-0603-6.3V,CL10A106KQ8NNNC,TopLayer,560.429,1832.053,270
C37,10UF-0603-6.3V,CL10A106KQ8NNNC,TopLayer,338.582,2008.859,270
C56,10PF-0402-50V,CL05C100JB5NNNC,TopLayer,108.662,375.955,90
C8,2.2PF-0402-50V,GJM1555C1H2R2WB01D,TopLayer,679.707,2767.910,180
D10,SLD8S33A-7000-53.3V,SLD8S33A,BottomLayer,1311.024,509.843,90
D11,PMEG10010ELRX,PMEG10010ELRX,TopLayer,1141.732,1417.323,270
D12,BAV99WT1G,BAV99WT1G,TopLayer,854.759,600.393,0
D13,7,MMSZ4688T1G,TopLayer,825.232,104.261,0
D14,7,MMSZ4688T1G,TopLayer,825.232,200.127,0
D15,7,MMSZ4688T1G,TopLayer,825.232,487.725,0
D16,7,MMSZ4688T1G,TopLayer,825.232,295.993,0
D17,7,MMSZ4688T1G,TopLayer,825.232,391.859,0
D4,PESD0U1BB,"PESD5V0U1BB,115",TopLayer,849.148,2429.134,270
D5,PESD0U1BB,"PESD5V0U1BB,115",TopLayer,849.148,2633.858,270
D6,PESD0U1BB,"PESD5V0U1BB,115",TopLayer,849.148,2513.973,270
