Designator,Value,1st Vendor Part No,Layer,Center-X,Center-Y,Rotation
Battery Pack1,UB2261-1100mAH,UB2261,,,,
C1,4.7uF-6.3V,CL05A475KQ5NRNC,TopLayer,530.905,1997.048,0.0
C3,4.7uF-6.3V,CL05A475KQ5NRNC,TopLayer,574.802,1997.048,0.0
C11,10uF-10V,CL10A106KP8NNNC,TopLayer,144.561,2126.471,180.0
C12,33pF-50V,CL05C330JB5NNNC,TopLayer,858.991,2714.567,270.0
C15,33pF-50V,CL05C330JB5NNNC,TopLayer,858.991,2383.858,270.0
C16,33pF-50V,CL05C330JB5NNNC,TopLayer,858.991,2468.504,270.0
C20,33pF-50V,CL05C330JB5NNNC,TopLayer,1255.457,1378.818,90.0
C31,33pF-50V,CL05C330JB5NNNC,TopLayer,89.572,2441.479,270.0
C57,33pF-50V,CL05C330JB5NNNC,TopLayer,108.662,332.284,90.0
C19,22uF-10V,CL10A226MP8NUNE,TopLayer,1270.747,1475.394,270.0
C21,22uF-10V,CL10A226MP8NUNE,TopLayer,1270.747,1421.26,270.0
C29,22uF-10V,CL10A226MP8NUNE,TopLayer,683.07,1916.535,270.0
C30,22uF-10V,CL10A226MP8NUNE,TopLayer,683.07,1703.739,270.0
C40,22uF-10V,CL10A226MP8NUNE,TopLayer,96.85,589.764,0.0
C44,22uF-10V,CL10A226MP8NUNE,TopLayer,144.794,1992.396,0.0
C55,22uF-10V,CL10A226MP8NUNE,TopLayer,96.06,254.638,180.0
C2,100nF-50V,CL05B104KB54PNC,TopLayer,612.205,1997.048,0.0
C4,100nF-50V,CL05B104KB54PNC,TopLayer,858.991,2096.651,90.0
C7,100nF-50V,CL05B104KB54PNC,TopLayer,244.094,2055.118,270.0
C10,100nF-50V,CL05B104KB54PNC,TopLayer,1159.449,2096.201,0.0
C13,100nF-50V,CL05B104KB54PNC,TopLayer,858.991,2551.374,270.0
C14,100nF-50V,CL05B104KB54PNC,TopLayer,858.991,2588.776,270.0
C17,100nF-50V,CL05B104KB54PNC,TopLayer,1255.457,1345.472,270.0
C33,100nF-50V,CL05B104KB54PNC,TopLayer,89.572,2482.16,270.0
C38,100nF-50V,CL05B104KB54PNC,TopLayer,542.658,1789.567,90.0
C39,100nF-50V,CL05B104KB54PNC,TopLayer,431.004,2002.953,90.0
C46,100nF-50V,CL05B104KB54PNC,TopLayer,1469.685,2143.445,0.0
C48,100nF-50V,CL05B104KB54PNC,TopLayer,1469.685,2036.771,180.0
C54,100nF-50V,CL05B104KB54PNC,TopLayer,763.779,590.551,0.0
C22,10uF-50V,CL31A106MBHNNNE,TopLayer,1309.055,1261.811,90.0
C23,10uF-50V,CL31A106MBHNNNE,TopLayer,1513.779,1179.863,180.0
C24,4.7uF-50V,CL21A475KBQNNNE,TopLayer,1329.724,1177.165,90.0
C25,33pF-50V,CL10C330JB8NNNC,TopLayer,1344.488,1112.934,90.0
C26,470pF-50V,CL05B471KB5NNNC,TopLayer,1368.11,1725.639,0.0
C27,1uF-10V,CL05A105KP5NNNC,TopLayer,1179.134,1133.858,270.0
C28,1uF-10V,CL05A105KP5NNNC,TopLayer,1568.742,1594.319,180.0
C34,15pF-50V,CL05C150JB5NNNC,TopLayer,472.441,1712.794,0.0
C35,15pF-50V,CL05C150JB5NNNC,TopLayer,328.739,1712.794,0.0
C42,1nF-50V,CL05B102JB5NNNC,TopLayer,858.991,2135.149,90.0
C43,220pF-50V,CL05C221JB5NNNC,TopLayer,1196.85,1984.593,0.0
C45,220pF-50V,CL05C221JB5NNNC,TopLayer,1465.584,1806.841,180.0
C47,220pF-50V,CL05C221JB5NNNC,TopLayer,1508.037,1938.792,180.0
C49,8.2nF-50V,CL05B822KB5NNNC,TopLayer,1433.071,1274.606,0.0
C5,10uF-6.3V,CL10A106KQ8NNNC,TopLayer,830.448,2017.717,180.0
C6,10uF-6.3V,CL10A106KQ8NNNC,TopLayer,229.331,2008.859,90.0
C32,10uF-6.3V,CL10A106KQ8NNNC,TopLayer,154.528,2476.413,0.0
C36,10uF-6.3V,CL10A106KQ8NNNC,TopLayer,560.429,1832.053,270.0
C37,10uF-6.3V,CL10A106KQ8NNNC,TopLayer,338.582,2008.859,270.0
C56,10pF-50V,CL05C100JB5NNNC,TopLayer,108.662,375.955,90.0
