Designator,Value,1st Vendor Part No,Layer,Center-X,Center-Y,Rotation
C27,1UF-0402-10V,CL05A105KP5NNNC,TopLayer,34.775,41.15,90.0
C28,1UF-0402-10V,CL05A105KP5NNNC,TopLayer,40.975,36.975,0.0
C41,10NF-0201-10V,CL03A103KP3NNNC,TopLayer,5.85,6.4,90.0
C42,1NF-0402-50V,CL05B102JB5NNNC,TopLayer,21.325,44.4,270.0
C43,220PF-0603-50V,CL10C221JB81PNC,TopLayer,8.225,39.25,90.0
C45,220PF-0603-50V,CL10C221JB81PNC,TopLayer,14.725,39.25,90.0
C47,220PF-0603-50V,CL10C221JB81PNC,TopLayer,21.225,39.25,90.0
C44,0R-0201,ERJ-1GN0R00C,TopLayer,3.125,8.5,270.0
C49,8.2NF-0402-50V,CL05B822KB5NNNC,TopLayer,27.5,48.65,90.0
C5,10UF-0603-6.3V,CL10A106KQ8NNNC,TopLayer,6.575,51.05,270.0
C6,10UF-0603-6.3V,CL10A106KQ8NNNC,TopLayer,21.325,51.95,0.0
C11,10UF-0603-6.3V,CL10A106KQ8NNNC,TopLayer,3.275,52.05,270.0
C32,10UF-0603-6.3V,CL10A106KQ8NNNC,TopLayer,4.875,61.225,90.0
C8,3.9PF-0402-50V,GJM1555C1H3R9BB01D,TopLayer,17.55,69.725,0.0
