Designators,Child,X-Column,Y-Column,Rotations
R523,0RJ1002C678,165.5,104.5,90
R5235,0RJ1002C678,79.599998,111.550003,270
R5242,0RJ1002C678,87.550003,109.900002,180
R5300,0RJ1002C678,58.950001,175.550003,270
R5301,0RJ1002C678,53.599998,175.75,90
R6007,0RJ1002C678,32.400002,117.599998,90
R6009,0RJ1002C678,23.0,108.400002,90
R6011,0RJ1002C678,22.6,109.849998,0
R605,0RJ1002C678,107.150002,117.349998,0
R6301,0RJ1002C678,32.5,134.699997,0
R6307,0RJ1002C678,19.4,135.800003,270
R6520,0RJ1002C678,198.949997,41.299999,180
R7306,0RJ1002C678,231.0,172.600006,0
R7321,0RJ1002C678,163.449997,169.699997,90
R87016,0RJ1002C678,219.300003,21.4,270
R87018,0RJ1002C678,218.300003,21.4,270
R87020,0RJ1002C678,214.300003,21.4,270
R87022,0RJ1002C678,213.300003,21.4,270
R87023,0RJ1002C678,211.800003,23.700001,90
R87026,0RJ1002C678,211.300003,21.4,270
R87028,0RJ1002C678,210.300003,21.4,270
R87032,0RJ1002C678,220.649994,23.700001,90
R8718,0RJ1002C678,52.900002,43.950001,180
R8724,0RJ1002C678,185.5,73.75,0
R8725,0RJ1002C678,185.5,72.75,180
R8796,0RJ1002C678,196.149994,37.0,0
R8800,0RJ1002C678,154.5,111.699997,180
R8801,0RJ1002C678,158.399994,112.699997,90
R8802,0RJ1002C678,156.399994,113.699997,90
R900,0RJ1002C678,155.0,55.25,0
R908,0RJ1002C678,110.349998,62.849998,0
R909,0RJ1002C678,156.300003,53.400002,180
R916,0RJ1002C678,159.75,40.25,0
R917,0RJ1002C678,161.050003,48.049999,90
R921,0RJ1002C678,170.850006,53.25,270
R923,0RJ1002C678,163.350006,55.099998,90
R9233,0RJ1002C678,228.449997,145.949997,180
R9326,0RJ1002C678,67.400002,175.5,180
R10000,0RJ1002C478,55.599998,71.199997,270
R10001,0RJ1002C478,55.599998,69.400002,90
R10003,0RJ1002C478,53.5,71.199997,270
R2399,0RJ1002C478,208.399994,79.5,270
R2407,0RJ1002C478,182.350006,120.800003,180
R516,0RJ1002C478,161.5,104.5,90
R518,0RJ1002C478,162.5,104.5,90
R6200,0RJ1002C478,30.4,123.150002,270
R9224,0RJ1002C478,215.050003,129.199997,90
R9226,0RJ1002C478,214.149994,143.300003,0
R9278,0RJ1002C478,212.149994,143.300003,0
R9285,0RJ1002C478,214.050003,129.199997,90
R10002,0RJ4702C478,54.549999,71.199997,90
R2404,0RJ4702C478,167.899994,132.149994,0
R1004,0RJ1501C678,176.449997,49.700001,90
R5251,0RJ1501C678,89.75,111.900002,0
R5252,0RJ1501C678,89.75,110.900002,0
R1006,0RJ1000C678,198.899994,163.050003,180
R1027,0RJ1000C678,197.100006,162.050003,180
R106,0RJ1000C678,185.75,94.5,180
R154,0RJ1000C678,111.800003,135.899994,180
R155,0RJ1000C678,110.699997,137.899994,0
R156,0RJ1000C678,111.199997,136.899994,180
R157,0RJ1000C678,112.650002,134.149994,0
R2316,0RJ1000C678,167.899994,134.149994,180
R2353,0RJ1000C678,185.25,92.25,90
R2397,0RJ1000C678,208.899994,82.199997,180
R3322,0RJ1000C678,64.550003,21.299999,180
R3336,0RJ1000C678,62.75,22.299999,180
R3372,0RJ1000C678,89.75,93.050003,90
R3380,0RJ1000C678,76.75,103.449997,0
R3381,0RJ1000C678,58.5,99.800003,180
R4103,0RJ1000C678,15.3,140.0,270
R4113,0RJ1000C678,15.6,152.75,0
R4117,0RJ1000C678,22.35,156.449997,270
R5303,0RJ1000C678,52.099998,176.149994,0
R607,0RJ1000C678,111.25,116.449997,0
R608,0RJ1000C678,111.25,115.449997,0
R7202,0RJ1000C678,78.949997,134.0,270
R7203,0RJ1000C678,78.949997,136.149994,90
R8723,0RJ1000C678,220.25,45.700001,270
R8728,0RJ1000C678,200.850006,25.5,0
R8729,0RJ1000C678,200.850006,24.5,0
R8756,0RJ1000C678,200.800003,35.0,180
R8783,0RJ1000C678,206.25,47.849998,270
R902,0RJ1000C678,157.899994,34.049999,180
R904,0RJ1000C678,149.949997,61.200001,180
R915,0RJ1000C678,155.699997,46.849998,180
R1009,0RJ1102C478,179.550003,52.349998,0
R7304,0RJ1102C478,231.0,174.649994,180
R1011,0RJ4701C678,198.899994,165.050003,180
R1012,0RJ4701C678,178.050003,170.0,0
R206,0RJ4701C678,106.75,95.599998,180
R237,0RJ4701C678,154.800003,106.449997,0
R3373,0RJ4701C678,83.699997,93.550003,270
R4304,0RJ4701C678,54.049999,26.299999,180
R4502,0RJ4701C678,31.549999,26.299999,180
R5308,0RJ4701C678,24.549999,161.399994,270
R5309,0RJ4701C678,19.9,166.100006,270
R5310,0RJ4701C678,21.1,168.699997,270
R5311,0RJ4701C678,21.0,174.350006,270
R6012,0RJ4701C678,17.5,99.900002,0
R6013,0RJ4701C678,17.299999,118.25,180
R616,0RJ4701C678,105.400002,139.600006,180
R7200,0RJ4701C678,79.550003,137.550003,180
R7201,0RJ4701C678,79.550003,138.550003,180
R7205,0RJ4701C678,233.100006,39.650002,90
R8714,0RJ4701C678,64.849998,62.650002,270
R8715,0RJ4701C678,66.5,62.650002,270
R8717,0RJ4701C678,52.900002,45.0,180
R8733,0RJ4701C678,61.450001,64.900002,0
R8740,0RJ4701C678,216.800003,23.700001,270
R8741,0RJ4701C678,216.300003,21.4,270
R8742,0RJ4701C678,215.800003,23.700001,270
R8743,0RJ4701C678,215.300003,21.4,270
R110,0RJ0000C678,110.849998,100.900002,90
R111,0RJ0000C678,112.25,100.599998,0
R128,0RJ0000C678,112.25,99.599998,180
R1610,0RJ0000C678,180.800003,38.900002,270
R1611,0RJ0000C678,178.800003,38.900002,270
R1621,0RJ0000C678,187.649994,35.099998,90
R175,0RJ0000C678,118.900002,84.099998,0
R176,0RJ0000C678,118.900002,85.099998,0
R178,0RJ0000C678,111.449997,96.599998,0
R180,0RJ0000C678,118.900002,83.099998,0
R201,0RJ0000C678,118.349998,91.050003,270
R2419,0RJ0000C678,165.050003,154.399994,270
R2423,0RJ0000C678,163.050003,154.399994,270
R4115,0RJ0000C678,14.15,154.850006,270
R4125,0RJ0000C678,9.2,153.899994,270
R604,0RJ0000C678,109.849998,116.849998,270
R606,0RJ0000C678,107.150002,116.349998,180
R622,0RJ0000C678,105.25,133.800003,0
R623,0RJ0000C678,107.300003,134.399994,0
R624,0RJ0000C678,148.600006,109.150002,180
R7001,0RJ0000C678,38.049999,72.699997,270
R7213,0RJ0000C678,222.949997,54.599998,270
R7214,0RJ0000C678,225.699997,54.599998,270
R7217,0RJ0000C678,222.600006,48.400002,270
R7218,0RJ0000C678,225.350006,48.400002,270
R7219,0RJ0000C678,225.850006,57.150002,90
R7220,0RJ0000C678,228.600006,57.150002,90
R7223,0RJ0000C678,225.600006,63.400002,90
R7224,0RJ0000C678,228.949997,63.400002,90
R7228,0RJ0000C678,223.600006,63.400002,270
R87000,0RJ0000C678,223.850006,27.299999,270
R87001,0RJ0000C678,224.850006,27.299999,270
R8702,0RJ0000C678,226.149994,29.5,0
R8703,0RJ0000C678,223.25,30.0,0
R87030,0RJ0000C678,206.800003,23.700001,90
R87034,0RJ0000C678,82.400002,55.950001,180
R87035,0RJ0000C678,222.850006,27.299999,270
R8705,0RJ0000C678,223.5,38.900002,0
R8706,0RJ0000C678,212.75,47.799999,90
R8712,0RJ0000C678,218.25,47.799999,90
R8721,0RJ0000C678,205.75,45.700001,270
R8722,0RJ0000C678,215.25,45.700001,90
R8727,0RJ0000C678,194.949997,26.049999,270
R8732,0RJ0000C678,223.5,41.900002,0
R8735,0RJ0000C678,218.25,45.700001,90
R8738,0RJ0000C678,200.800003,39.0,0
R8749,0RJ0000C678,210.25,47.849998,90
R8754,0RJ0000C678,213.25,45.700001,90
R8755,0RJ0000C678,213.75,47.799999,90
R8758,0RJ0000C678,221.25,45.700001,90
R8761,0RJ0000C678,200.800003,37.0,0
R8778,0RJ0000C678,225.25,40.799999,90
R8780,0RJ0000C678,223.5,40.900002,0
R8784,0RJ0000C678,214.75,47.799999,90
R8790,0RJ0000C678,219.25,47.799999,90
R8797,0RJ0000C678,200.800003,38.0,0
R9102,0RJ0000C678,111.696999,144.800003,90
R9103,0RJ0000C678,110.497002,144.800003,90
R9104,0RJ0000C678,110.196999,148.699997,90
R9105,0RJ0000C678,108.997002,148.699997,90
R9106,0RJ0000C678,116.196999,148.699997,90
R9107,0RJ0000C678,114.997002,148.699997,90
R9108,0RJ0000C678,114.696999,144.800003,90
R9109,0RJ0000C678,113.497002,144.800003,90
R9110,0RJ0000C678,113.196999,148.699997,90
R9111,0RJ0000C678,111.997002,148.699997,90
R9112,0RJ0000C678,120.696999,144.800003,90
R9113,0RJ0000C678,119.497002,144.800003,90
R9114,0RJ0000C678,119.196999,148.699997,90
R9115,0RJ0000C678,117.997002,148.699997,90
R9116,0RJ0000C678,117.696999,144.800003,90
R9117,0RJ0000C678,116.497002,144.800003,90
R9125,0RJ0000C678,135.850006,159.649994,0
R9127,0RJ0000C678,138.699997,160.149994,0
R9129,0RJ0000C678,135.850006,160.649994,0
R9131,0RJ0000C678,138.699997,158.149994,0
R9133,0RJ0000C678,138.699997,157.149994,0
R9137,0RJ0000C678,135.850006,158.649994,0
R9139,0RJ0000C678,138.699997,159.149994,0
R9206,0RJ0000C678,229.75,152.149994,0
R9209,0RJ0000C678,229.75,154.149994,0
R9210,0RJ0000C678,229.75,155.149994,0
R9212,0RJ0000C678,147.050003,160.699997,180
R9213,0RJ0000C678,229.75,157.149994,180
R9215,0RJ0000C678,149.199997,161.199997,180
R9216,0RJ0000C678,147.050003,161.699997,180
R9217,0RJ0000C678,149.199997,162.199997,180
R9218,0RJ0000C678,147.050003,162.699997,180
R9219,0RJ0000C678,149.199997,163.199997,180
R9220,0RJ0000C678,147.050003,163.699997,180
R9221,0RJ0000C678,149.199997,164.199997,180
R9222,0RJ0000C678,147.050003,164.699997,180
R9223,0RJ0000C678,149.199997,165.199997,180
R9227,0RJ0000C678,203.600006,137.850006,270
R9346,0RJ0000C678,210.199997,110.449997,90
R9357,0RJ0000C678,210.850006,115.300003,270
R9358,0RJ0000C678,209.850006,115.300003,270
R1300,EBC59174901,181.253006,162.0,180
R9327,EBC59174901,68.349998,164.5,180
R1301,0RJ6201C478,181.253006,164.0,0
R600,0RJ6201C478,138.300003,94.650002,0
R1304,0RJ1003C678,179.102997,160.699997,180
R2410,0RJ1003C678,184.449997,120.800003,0
R6021,0RJ1003C678,30.049999,115.599998,90
R7226,0RJ1003C678,226.600006,46.799999,180
R7227,0RJ1003C678,14.25,107.800003,180
R7229,0RJ1003C678,230.399994,32.799999,0
R7230,0RJ1003C678,228.050003,29.5,0
R7307,0RJ1003C678,57.900002,151.5,0
R87010,0RJ1003C678,223.25,29.0,180
R87012,0RJ1003C678,196.149994,39.0,0
R87013,0RJ1003C678,214.25,49.650002,270
R8730,0RJ1003C678,55.75,42.599998,0
R8803,0RJ1003C678,205.75,50.950001,270
R8804,0RJ1003C678,215.75,47.799999,270
R1603,0RJ1202C478,180.75,36.650002,90
R7305,0RJ1202C478,229.600006,174.25,270
R9337,0RJ1202C478,210.949997,101.449997,0
R1630,0RJ3003C478,178.75,34.849998,270
R2422,0RJ3003C478,157.25,154.399994,270
R202,0RJ0512C678,117.099998,91.050003,270
R203,0RJ0512C678,115.75,91.050003,270
R231,0RJ0512C678,112.300003,91.050003,270
R232,0RJ0512C678,110.849998,91.050003,270
R233,0RJ0512C678,114.699997,91.050003,270
R234,0RJ0512C678,113.349998,91.050003,270
R215,0RJ1801C678,8.25,36.049999,180
R216,0RJ1801C678,8.25,35.0,180
R219,0RJ1801C678,58.150002,173.25,0
R220,0RJ1801C678,58.150002,172.0,0
R221,0RJ1801C678,197.449997,116.550003,180
R222,0RJ1801C678,197.449997,115.550003,180
R249,0RJ1801C678,34.5,71.75,270
R250,0RJ1801C678,35.5,71.75,270
R4109,0RJ1801C678,21.299999,154.399994,90
R217,0RJ1201C678,137.899994,70.449997,180
R218,0RJ1201C678,137.899994,69.150002,180
R3367,0RJ1201C678,66.900002,100.0,270
R3370,0RJ1201C678,82.699997,93.550003,90
R7302,0RJ1201C678,56.049999,147.949997,0
R235,0RJ1001C678,109.800003,91.050003,270
R2361,0RJ1001C678,165.050003,156.199997,90
R3357,0RJ1001C678,64.550003,22.299999,0
R3371,0RJ1001C678,88.75,93.050003,90
R3376,0RJ1001C678,83.0,92.150002,180
R3384,0RJ1001C678,60.650002,103.300003,0
R5243,0RJ1001C678,87.550003,114.900002,0
R6016,0RJ1001C678,14.55,101.199997,180
R6124,0RJ1001C678,231.600006,86.449997,270
R6125,0RJ1001C678,224.600006,74.349998,180
R6201,0RJ1001C678,31.4,123.150002,90
R6506,0RJ1001C678,21.65,34.650002,270
R7204,0RJ1001C678,78.699997,140.550003,270
R8791,0RJ1001C678,216.25,45.700001,270
R9234,0RJ1001C678,230.100006,146.350006,270
R2351,0RJ1502C478,175.5,99.5,90
R5201,0RJ1502C478,72.150002,112.699997,270
R2355,0RJ0332C478,179.449997,109.349998,90
R901,0RJ0332C478,158.100006,53.400002,180
R914,0RJ0332C478,157.899994,40.25,0
R239,0RJ5602C478,135.850006,81.75,90
R257,0RJ5602C478,184.649994,17.15,180
R7301,0RJ5602C478,232.5,174.25,90
R7322,0RJ5602C478,157.949997,170.600006,270
R240,0RJ1203C478,135.25,88.800003,90
R258,0RJ1203C478,184.649994,15.9,180
R2400,0RJ3302C478,210.0,78.099998,180
R9340,0RJ3302C478,215.449997,113.449997,90
R2401,0RJ1201C478,209.399994,79.5,90
R504,0RJ1201C478,168.5,102.25,90
R506,0RJ1201C478,167.5,102.25,90
R517,0RJ1201C478,161.5,102.25,90
R522,0RJ1201C478,164.5,102.25,90
R2403,0RJ3002C478,182.75,122.25,270
R9249,0RJ3002C478,221.25,138.449997,270
R2411,0RJ3902C478,184.449997,119.800003,0
R7003,0RJ3902C478,41.150002,75.300003,0
R2414,0RJ3301C478,162.050003,156.199997,90
R5202,0RJ3301C478,71.150002,114.599998,270
R2418,0RJ0471C678,158.899994,146.949997,0
R4301,0RJ0471C678,46.75,27.15,180
R4302,0RJ0471C678,46.75,26.15,180
R4507,0RJ0471C678,24.25,27.15,180
R4508,0RJ0471C678,24.25,26.15,180
R2425,0RJ1802C478,159.649994,154.0,0
R9328,0RJ1802C478,66.449997,163.899994,180
R243,0RJ2000D677,108.800003,93.300003,270
R248,0RJ2000D677,119.650002,89.699997,90
R6516,0RJ2000D677,21.799999,32.400002,270
R6517,0RJ2000D677,23.299999,32.400002,270
R251,0RJ3301C678,209.149994,67.5,270
R252,0RJ3301C678,216.550003,61.450001,90
R253,0RJ3301C678,213.850006,61.450001,90
R4122,0RJ3301C678,36.0,149.399994,0
R8711,0RJ3301C678,200.800003,42.799999,0
R8734,0RJ3301C678,208.75,50.950001,90
R8736,0RJ3301C678,209.75,50.950001,90
R3365,0RJ3300C678,66.400002,23.6,0
R3378,0RJ3300C678,90.75,93.050003,90
R3386,0RJ3300C678,63.950001,101.800003,90
R3368,0RJ4301C478,65.849998,100.0,90
R3369,0RJ4301C478,81.699997,93.550003,270
R3800,0RJ2001C678,84.050003,59.450001,90
R9200,0RJ2001C678,231.100006,146.350006,90
R9205,0RJ2001C678,240.050003,140.149994,270
R3801,0RJ0222C678,77.0,64.099998,90
R3802,0RJ0222C678,77.0,66.050003,270
R5249,0RJ0222C678,87.550003,113.900002,180
R5250,0RJ0222C678,87.550003,112.900002,180
R7207,0RJ0222C678,229.800003,48.450001,270
R7208,0RJ0222C678,231.100006,48.450001,270
R7210,0RJ0222C678,232.550003,48.450001,270
R7215,0RJ0222C678,224.25,54.599998,270
R7216,0RJ0222C678,227.0,54.599998,270
R7221,0RJ0222C678,224.550003,57.150002,90
R7222,0RJ0222C678,227.300003,57.150002,90
R7320,0RJ0222C678,164.449997,169.699997,90
R8710,0RJ0222C678,200.800003,41.799999,0
R8720,0RJ0222C678,214.25,45.700001,270
R8739,0RJ0222C678,209.75,45.700001,90
R8750,0RJ0222C678,200.800003,40.799999,0
R8751,0RJ0222C678,207.75,45.700001,90
R8752,0RJ0222C678,198.949997,40.299999,0
R8757,0RJ0222C678,198.600006,30.6,180
R8764,0RJ0222C678,200.800003,28.1,180
R8765,0RJ0222C678,198.600006,28.6,180
R8766,0RJ0222C678,200.800003,31.1,180
R8782,0RJ0222C678,209.25,47.849998,90
R8799,0RJ0222C678,206.75,45.700001,90
R400,0RJ2400C478,148.75,118.75,180
R401,0RJ2400C478,148.75,119.75,180
R404,0RJ2400C478,148.75,122.75,180
R405,0RJ2400C478,148.75,124.75,180
R402,0RJ1001E478,150.25,121.25,90
R403,0RJ1001E478,149.25,121.25,270
R4105,0RJ0221C678,12.35,123.800003,90
R4106,0RJ0221C678,11.35,123.800003,90
R4121,0RJ2202C678,32.75,152.199997,270
R8719,0RJ2202C678,179.149994,74.75,180
R4305,ERHZ0000219,54.049999,27.299999,180
R4503,ERHZ0000219,31.549999,27.299999,180
R500,0RJ8201C478,166.5,102.25,90
R508,0RJ8201C478,165.5,102.25,90
R502,0RJ2701C478,163.5,102.25,90
R9279,0RJ2701C478,204.600006,136.0,270
R9299,0RJ2701C478,230.449997,165.449997,180
R5245,0RJ0332C678,87.550003,111.900002,0
R5246,0RJ0332C678,87.550003,110.900002,0
R8708,0RJ0332C678,226.550003,40.799999,270
R8709,0RJ0332C678,223.5,39.900002,180
R8744,0RJ0332C678,209.300003,21.4,270
R8769,0RJ0332C678,208.25,21.4,270
R8793,0RJ0332C678,207.800003,23.700001,270
R903,0RJ0332C678,156.300003,52.349998,180
R5304,0RJ0331D677,39.950001,162.550003,270
R5305,0RJ0331D677,40.650002,167.399994,90
R5306,0RJ0331D677,40.650002,171.5,90
R5307,0RJ0331D677,39.950001,176.100006,270
R6014,0RJ1002E472,15.7,95.900002,90
R6015,0RJ1002E472,15.0,105.900002,0
R6300,0RH1500D622,32.900002,131.100006,270
R6308,0RH1500D622,16.4,136.449997,270
R6302,0RJ4302C478,32.900002,138.25,270
R6303,0RJ4302C478,32.5,136.800003,180
R6305,0RJ4302C478,21.200001,136.850006,180
R6306,0RJ4302C478,20.549999,138.25,270
R6504,0RJ0472C678,27.0,35.75,270
R6505,0RJ0472C678,26.0,35.75,270
R9201,0RJ0472C678,197.649994,140.449997,0
R9202,0RJ0472C678,202.649994,140.600006,0
R9203,0RJ0472C678,202.649994,139.399994,0
R9204,0RJ0472C678,206.399994,139.899994,0
R7008,0RH0101G622,30.549999,73.550003,90
R7009,0RH0101G622,28.0,73.550003,90
R7211,EBC32271201,19.75,111.199997,180
R7212,EBC32271201,17.549999,111.199997,0
R7308,0RJ1000C478,57.900002,152.5,0
R8779,0RJ1000C478,56.349998,44.349998,270
R8700,0RJ0102C678,200.800003,30.1,180
R8707,0RJ0102C678,200.800003,29.1,180
R8726,0RJ0102C678,198.600006,29.6,180
R9291,0RJ0102C678,216.199997,153.199997,270
R9292,0RJ0102C678,215.199997,153.199997,270
R8716,0RJ4702C678,62.900002,65.300003,270
R9253,0RJ4702C678,225.600006,136.199997,180
R9289,EBC58702101,234.350006,132.75,90
R9290,EBC58702101,235.649994,132.75,90
SW8700,6600VR1004A,55.0,54.0,90
SW8701,6600VR1004A,55.0,61.75,90
VA3306,EAF61530101,81.199997,92.150002,0
VA3311,EAF61530101,60.450001,97.800003,180
VA3315,EAF61530101,64.550003,20.299999,180
VA6000,EAF61530101,14.45,98.050003,0
VA3307,EAF61530301,80.699997,93.550003,270
VA3308,EAF61530301,79.400002,90.150002,0
VA3309,EAF61530301,79.400002,88.949997,0
VA3310,EAF61530301,79.400002,91.150002,0
VA3312,EAF61530301,58.5,97.800003,180
VA3313,EAF61530301,63.650002,98.199997,90
VA3314,EAF61530301,64.849998,98.199997,90
VA3316,EAF61530301,62.75,20.299999,180
VA3317,EAF61530301,67.349998,20.5,180
VA3318,EAF61530301,69.150002,20.5,0
VA4100,EAF61530102,22.75,157.850006,0
VA6200,EAF61530102,29.4,123.150002,270
VA5000,EAF61630103,56.349998,128.550003,270
VA5001,EAF61630103,56.349998,126.75,90
VA5002,EAF61630103,56.349998,131.800003,90
VA5003,EAF61630103,56.349998,133.600006,270
VA5004,EAF61630103,56.349998,109.900002,90
VA5005,EAF61630103,56.349998,111.699997,270
VA5006,EAF61630103,56.349998,108.099998,270
VA5007,EAF61630103,56.349998,106.300003,90
VR3303,EAF61630102,66.400002,21.5,0
VR3305,EAF61630102,65.849998,98.199997,90
VR3315,EAF61630102,62.25,97.800003,180
X200,EAW62583501,122.900002,85.699997,0
X5200,6212AB2015C,86.25,126.550003,0
X6100,EAW30067102,237.050003,81.0,90
X8700,EAW30067102,225.0,34.950001,270
ZD4101,EAH63274601,12.9,151.949997,0
